k Linear Matter Galaxy Monopole Quadrupole Hexadecapole
8.747496301554415e-05 1557.4605065185349 485.61789723052465 -455.39917383999597 -236.8462560132373 459.5412177195877 30.08710615234076
8.951664721378302e-05 1592.677726697018 496.5986601956608 -422.1037078966675 -198.7336699691918 469.86432322636045 30.762975064617887
9.16059847544371e-05 1628.689791734523 507.82725698136426 -394.38046197219046 -166.04510125267896 480.44186249810906 31.455501965273385
9.374408787663e-05 1665.5145242458107 519.3092446306724 -371.57660826169825 -138.12889017268537 491.2771013857174 32.16490060588071
9.59320947793825e-05 1703.1701406237391 531.0503029434029 -352.8776150692168 -114.17240693795458 502.372993113313 32.891364316306806
9.817117022752184e-05 1741.6752608403053 543.0562375507715 -337.4689571503599 -93.36319127429253 513.7324910994255 33.63508645433091
0.00010046250617173403 1781.0489172343237 555.3329826550494 -324.53604123104486 -74.88888198828224 525.3585487425189 34.396260319685055
0.00010280732238308647 1821.310563485915 567.8866038274642 -313.2641456616255 -57.937159996440705 537.2541194663105 35.175079233187645
0.00010520686710236228 1862.480083781642 580.7233008655419 -302.8383741152302 -41.69570568813184 549.4221569570548 35.97173652732671
0.00010766241770454933 1904.5778021742017 593.8494107110733 -292.4436234179812 -25.352170711750134 561.8656147807382 36.786425536978406
0.00011017528137883873 1947.6244921406737 607.2714104299687 -281.26456542201623 -8.094163606523159 574.5874466913307 37.61933957984586
0.00011274679582449473 1991.6413858174399 620.9959200921097 -268.4954891347638 10.880991283027624 587.5906536625893 38.47067510351269
0.00011537832996296608 2036.6501617686909 635.029698990964 -253.74561510281848 31.964529226767137 600.8802280850963 39.340758887661735
0.0001180712846666189 2082.672944575331 649.3796455343864 -237.18278736789273 54.993823557634485 614.4638426605263 40.230093246827465
0.0001208270935044776 2129.732341255119 664.0528085631165 -219.01404736631403 79.76720360988918 628.3493590719794 41.13919285821143
0.0001236472235053715 2177.8514536400353 679.0563912073128 -199.44624809116667 106.08298676525438 642.5446392808959 42.068572419046866
0.0001265331759388943 2227.053888907927 694.3977541706362 -178.68604477738438 133.73948389799907 657.0575452795093 43.01874660743101
0.0001294864871145905 2277.363770329387 710.0844190814528 -156.93988647912394 162.53500311917597 671.89593925087 43.990230086855085
0.0001325087291997954 2328.8057482340223 726.1240719124465 -134.41400859521247 192.2678532947526 687.0676835108482 44.983537566815485
0.00013560151105656334 2381.4050112003374 742.5245664700018 -111.31442630868104 222.73634552158032 702.5806405858159 45.999183729380455
0.00013876647909813084 2435.187297473531 759.2939279546067 -87.84692897541346 253.73879456767554 718.4426732227814 47.0376832727636
0.00014200531816536816 2490.17890549215 776.4403562415325 -64.21400655985337 285.0766030094771 734.6616522357272 48.099551355792954
0.00014531975242368955 2546.406663808277 793.9722164314054 -40.50307479413199 316.66659599006846 751.2457519647734 49.18532317412598
